campaign_id,canonical,clf_confidence,date,doc_id,doc_subtype,doc_type,index_mode,language,pii_flags,source_path,title
211_LA,true,0.91,,211_LA-7a31677777b5,talking points for Maribel LA Sentinel,talking_points,full,en,,data\raw\211 LA\Messaging\211LA_ Maribel LA Sentinel Talking Points.docx,211LA_ Maribel LA Sentinel Talking Points.docx
211_LA,true,0.9,,211_LA-1a9c49190c6e,Funder Meeting Talking Points,talking_points,full,en,,data\raw\211 LA\Messaging\211_Funder Meeting TP_s_1.17.25.docx,211_Funder Meeting TP_s_1.17.25.docx
211_LA,true,0.9,,211_LA-1031931f2a2c,General talking points on wildfire situation,talking_points,full,en,,data\raw\211 LA\Messaging\211_General Talking Points_January 2025.docx,211_General Talking Points_January 2025.docx
211_LA,true,0.9,,211_LA-107d1eb4b438,nonprofit fundraising page,platform_copy_edits,full,en,,data\raw\211 LA\Messaging\211_Givebutter Suggested Edits_January 2025.docx,211_Givebutter Suggested Edits_January 2025.docx
211_LA,true,0.85,,211_LA-5a1aaba7873e,messaging dump,messaging_notes|style_guide,full,en,,data\raw\211 LA\Messaging\211_Messaging Dump Doc_1.16.25.docx,211_Messaging Dump Doc_1.16.25.docx
211_LA,true,0.9,,211_LA-d8e41e167111,speaking opportunities tracker,speaking_tracker,summary_only,en,Contacts,data\raw\211 LA\Thought Leadership\211 LA_Speaking Opportunities Tracker.xlsx,211 LA_Speaking Opportunities Tracker.xlsx
211_LA,true,0.9,,211_LA-f1659ae1766a,session proposal for educational event,conference_proposal,redacted,en,Contacts,data\raw\211 LA\Thought Leadership\Conferences\211 LA_2025 Fire Chiefs Leadership Seminar Application.docx,211 LA_2025 Fire Chiefs Leadership Seminar Application.docx
211_LA,true,0.9,,211_LA-9c5ff874da00,session proposal for conference,conference_proposal,redacted,en,Contacts,data\raw\211 LA\Thought Leadership\Conferences\211 LA_211 Thrive Session Proposal.docx,211 LA_211 Thrive Session Proposal.docx
211_LA,true,0.9,,211_LA-b19b77dddae9,session proposal for housing conference,conference_proposal,redacted,en,Contacts,data\raw\211 LA\Thought Leadership\Conferences\211 LA_CA Housing and Community Development Conference Application.docx,211 LA_CA Housing and Community Development Conference Application.docx
211_LA,true,0.9,,211_LA-a448595231fa,panelist outreach email,bio_profile,full,en,,data\raw\211 LA\Thought Leadership\Conferences\211 LA_SCANPH Panelist Outreach Email.docx,211 LA_SCANPH Panelist Outreach Email.docx
211_LA,true,0.9,,211_LA-73d031d26bc7,workshop submission for SCANPH conference,conference_proposal,redacted,en,Contacts,data\raw\211 LA\Thought Leadership\Conferences\211 LA_SCANPH Session Proposal.docx,211 LA_SCANPH Session Proposal.docx
211_LA,true,0.9,,211_LA-21c9eae163a0,op-ed on wildfire recovery,op_ed_draft,full,en,,data\raw\211 LA\Thought Leadership\Op-Eds\211 LA_6 Months Op-Ed_DRAFT.docx,211 LA_6 Months Op-Ed_DRAFT.docx
211_LA,true,0.9,,211_LA-780717e3c5c6,biography of Christoph Gorder,bio_profile,full,en,,"data\raw\211 LA\Thought Leadership\Conferences\Panelist Bios & Headshots\Christoph Gorder, Airbnb.org\Christoph Gorder Bio.docx",Christoph Gorder Bio.docx
211_LA,true,0.9,,211_LA-74b35e5e6910,Gehrig Haberstock biography,bio_profile,redacted,en,Contacts,"data\raw\211 LA\Thought Leadership\Conferences\Panelist Bios & Headshots\Gehrig Haberstock, American Red Cross\GHaberstock - Bio 2025.docx",GHaberstock - Bio 2025.docx
211_LA,true,0.9,,211_LA-ffd7db5b5169,biography of Maribel Marin,bio_profile,redacted,en,Contacts,"data\raw\211 LA\Thought Leadership\Conferences\Panelist Bios & Headshots\Maribel Marin, 211 LA\211 LA_Maribel Marin_Bio.docx",211 LA_Maribel Marin_Bio.docx
211_LA,true,0.9,,211_LA-30ebc0b62796,biography of Nick Russell,bio_profile,redacted,en,Contacts,"data\raw\211 LA\Thought Leadership\Conferences\Panelist Bios & Headshots\Nick Russell, Watch Duty\211 LA_Nick Russell Watch Duty Bio.docx",211 LA_Nick Russell Watch Duty Bio.docx
211_LA,true,0.9,,211_LA-dd520e401130,biography of Sean Inoue,bio_profile,redacted,en,Contacts,"data\raw\211 LA\Thought Leadership\Conferences\Panelist Bios & Headshots\Sean Inoue, American Red Cross\Sean Inoue Bio CY25.docx",Sean Inoue Bio CY25.docx
211_LA,true,0.9,,211_LA-2194f7708311,competitive analysis rubric,competitive_analysis,full,en,,data\raw\211 LA\Insights and Analysis\Competitive Analysis\211 LA_Competitive Analysis Rubric_2025.docx,211 LA_Competitive Analysis Rubric_2025.docx
211_LA,true,0.9,,211_LA-fc9a45d2fefc,competitive analysis notes,competitive_analysis,full,en,,data\raw\211 LA\Insights and Analysis\Competitive Analysis\211 LA_Competitive Analysis_NOTES.docx,211 LA_Competitive Analysis_NOTES.docx
211_LA,true,0.9,,211_LA-7964dee67c46,peer organizations criteria,competitive_analysis,summary_only,en,Contacts,data\raw\211 LA\Insights and Analysis\Competitive Analysis\211 LA_Peer Organizations_2025.xlsx,211 LA_Peer Organizations_2025.xlsx
211_LA,true,0.92,,211_LA-90c2687e4af1,story pitch for media coverage,pitch_email,full,en,,data\raw\211 LA\Earned Media\2. February 2025\211 LA LAT _Response_ Pitches.docx,211 LA LAT _Response_ Pitches.docx
211_LA,true,0.9,,211_LA-ec5025434011,talking points for interview preparation,interview_guide,full,en,,data\raw\211 LA\Earned Media\3. March 2025\211_RB Fire Displacement Rountable_TPs_03.14.25.docx,211_RB Fire Displacement Rountable_TPs_03.14.25.docx
211_LA,true,0.92,,211_LA-4db692fdc8e8,media pitch for wildfire recovery,pitch_email,full,en,,data\raw\211 LA\Earned Media\4. June 2025\211 LA_6 Months Pitch.docx,211 LA_6 Months Pitch.docx
211_LA,true,0.85,,211_LA-56a8cc3010f7,interview preparation talking points,talking_points,full,en,,data\raw\211 LA\Earned Media\4. June 2025\211 LA_6-Months Prep Doc_June 2025.docx,211 LA_6-Months Prep Doc_June 2025.docx
211_LA,true,0.9,,211_LA-796fa57fbfc7,announcement of award,press_release,redacted,en,MediaContacts,data\raw\211 LA\Earned Media\4. June 2025\211 LA_Release_Fire Awards.docx,211 LA_Release_Fire Awards.docx
211_LA,true,0.9,,211_LA-14b59b6294c5,announcement of partnership,press_release,redacted,en,MediaContacts,data\raw\211 LA\Earned Media\5. July 2025\211 LA_Release_BizFed Announcement.docx,211 LA_Release_BizFed Announcement.docx
211_LA,true,0.9,,211_LA-1258732a3299,statement regarding FireAid grant,press_statement,full,en,,data\raw\211 LA\Earned Media\6. August 2025\211 LA_FireAid Statement.docx,211 LA_FireAid Statement.docx
211_LA,true,0.8,,211_LA-7933c07291cd,media training,deck|training_materials,full,en,,data\raw\211 LA\Earned Media\Media Training\211 LA_Media Training_05.05.25.pptx,211 LA_Media Training_05.05.25.pptx
211_LA,true,0.9,,211_LA-5724fb1d9c33,event questions,event_qna,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Care Coordination Event Questions_04.07.25.docx,211 LA_Care Coordination Event Questions_04.07.25.docx
211_LA,true,0.9,,211_LA-c588093f5107,timeline for launch activities,timeline,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Data Dashboard Launch_EM Timeline.docx,211 LA_Data Dashboard Launch_EM Timeline.docx
211_LA,true,0.9,,211_LA-e031f33eb290,work back plan,workback_plan,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Data Dashboard Launch_Work Back Plan.docx,211 LA_Data Dashboard Launch_Work Back Plan.docx
211_LA,true,0.9,,211_LA-832e0ece8920,work back plan,workback_plan,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Data Dashboard Launch_Work Back Plan_INTERNAL.docx,211 LA_Data Dashboard Launch_Work Back Plan_INTERNAL.docx
211_LA,true,0.9,,211_LA-c28b21c0f044,overview of 211 LA Data Dashboard,work_plan|strategy_memo,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Data Dashboard One-Pager.docx,211 LA_Data Dashboard One-Pager.docx
211_LA,true,0.9,,211_LA-3a057ca5aaf8,overview of 211 LA Data Dashboard,work_plan|strategy_memo,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Data Dashboard One-Pager_06.27.25.docx,211 LA_Data Dashboard One-Pager_06.27.25.docx
211_LA,true,0.92,,211_LA-35bb49ca6bae,follow-up pitch for media coverage,pitch_email,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Follow-up Pitch.docx,211 LA_Follow-up Pitch.docx
211_LA,true,0.92,,211_LA-6a58c14ea30f,media pitch,pitch_email,full,en,,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_LAT Embargo Pitch_05.14.25.docx,211 LA_LAT Embargo Pitch_05.14.25.docx
211_LA,true,0.9,,211_LA-bfa16baa46c8,announcement of wildfire recovery data,press_release,redacted,en,Contacts,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_PUBLICACIÓN_Panel de Datos de Incendios Forestales_Español.docx,211 LA_PUBLICACIÓN_Panel de Datos de Incendios Forestales_Español.docx
211_LA,true,0.9,,211_LA-37eca6d844ef,announcement of new data tool,work_plan|strategy_memo,redacted,en,MediaContacts,data\raw\211 LA\Earned Media\_Special Projects\Data Dashboard Launch\211 LA_Release_Data Dashboard.docx,211 LA_Release_Data Dashboard.docx
211_LA,true,0.9,,211_LA-577acd8306fa,press release blurb,press_release,full,en,,data\raw\211 LA\Earned Media\2. February 2025\1. Hilton Press Release Blurb\211_Press Release Blurb_02.05.25.docx,211_Press Release Blurb_02.05.25.docx
211_LA,true,0.95,,211_LA-c316b2848662,211 LA Day Press Release,press_release,redacted,en,MediaContacts,data\raw\211 LA\Earned Media\2. February 2025\2. 211 Day\211 LA_ 211 LA Day Press Release.docx,211 LA_ 211 LA Day Press Release.docx
211_LA,true,0.9,,211_LA-77e4da551e79,211 Day talking points,talking_points,full,en,,data\raw\211 LA\Earned Media\2. February 2025\2. 211 Day\211 LA_211 Day talking points_02.07.25.docx,211 LA_211 Day talking points_02.07.25.docx
211_LA,true,0.91,,211_LA-b6707b0e5131,response to inquiry about housing resources,media_response,full,en,,data\raw\211 LA\Earned Media\2. February 2025\3. Fox Response\211_Fox Response.docx,211_Fox Response.docx
211_LA,true,0.9,,211_LA-c396f3858095,op-ed on disaster response,op_ed_draft,full,en,,data\raw\211 LA\Earned Media\2. February 2025\4. Maribel Op-Ed\211 LA_Maribel Op-Ed External_02.2025.docx,211 LA_Maribel Op-Ed External_02.2025.docx
211_LA,true,0.9,,211_LA-bbb88254f1d7,op-ed on disaster response,op_ed_draft,full,en,,data\raw\211 LA\Earned Media\2. February 2025\4. Maribel Op-Ed\211 LA_Maribel Op-Ed_02.2025.docx,211 LA_Maribel Op-Ed_02.2025.docx
211_LA,true,0.9,,211_LA-c7e920e8dbcc,Spanish talking points for interview,talking_points,full,en,,data\raw\211 LA\Earned Media\2. February 2025\5. Radio Bilingue Interview (Andres)\211_Spanish talking points for Andres_02.07.25.docx,211_Spanish talking points for Andres_02.07.25.docx
211_LA,true,0.9,,211_LA-e7bcf80a1586,announcement of funding and services for wildfire support,press_release,redacted,en,MediaContacts,data\raw\211 LA\Earned Media\1. January 2025\1. Frontlines\211_Built-out Frontlines Release_1.16.25.docx,211_Built-out Frontlines Release_1.16.25.docx
211_LA,true,0.9,,211_LA-292a18429413,announcement of funding for disaster relief,press_release,redacted,en,MediaContacts,data\raw\211 LA\Earned Media\1. January 2025\1. Frontlines\211_Frontlines Pitch_1.16.25.docx,211_Frontlines Pitch_1.16.25.docx
211_LA,true,0.92,,211_LA-65ac285660d5,initial pitch for media coverage,pitch_email,full,en,,data\raw\211 LA\Earned Media\1. January 2025\1. Frontlines\211_Initial pitch_1.16.25.docx,211_Initial pitch_1.16.25.docx
211_LA,true,0.9,,211_LA-c8061b1b88f1,211 LA Talking Points,talking_points,full,en,,data\raw\211 LA\Earned Media\1. January 2025\2. Taylor Swift Gift\211_Talking Points_1.16.25.docx,211_Talking Points_1.16.25.docx
211_LA,true,0.9,,211_LA-acc062251a90,statement on donation,platform_copy_edits,full,en,,data\raw\211 LA\Earned Media\1. January 2025\2. Taylor Swift Gift\211_Taylor Swift Gift Statement_1.16.25.docx,211_Taylor Swift Gift Statement_1.16.25.docx
211_LA,true,0.91,,211_LA-445f8d8eae73,response to data request,media_response,full,en,,data\raw\211 LA\Earned Media\1. January 2025\3. LA Times Data Request\211_LAT Data Request Response_01.23.25.docx,211_LAT Data Request Response_01.23.25.docx
211_LA,true,0.92,,211_LA-10bfaa9218db,media pitch for disaster relief,pitch_email,full,en,,data\raw\211 LA\Earned Media\1. January 2025\4. LA Times 404\211_LAT 404 Pitch_1.21.25.docx,211_LAT 404 Pitch_1.21.25.docx
211_LA,true,0.9,,211_LA-8bf17d5dce7b,2023 Annual Report,annual_report,full,en,,data\raw\211 LA\Assets\211 LA Assets-Resources\2023 Annual Report (1).pdf,2023 Annual Report (1).pdf
211_LA,true,0.85,,211_LA-570154b2c41c,activation briefing,report_results,full,en,,"data\raw\211 LA\Assets\211 LA Assets-Resources\211 LA Wildfires Activation Briefing #5  January 27, 2025.docx.pdf","211 LA Wildfires Activation Briefing #5  January 27, 2025.docx.pdf"
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-dc8820312653,,deck|analysis_report,full,en,,data\raw_dedup\AHSHAY - University of WA\AHSHAY Deck Template.pptx,AHSHAY Deck Template.pptx
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-96ff71740073,,messaging_notes|style_guide,full,en,,data\raw_dedup\AHSHAY - University of WA\Brand Guide\AHSHAY_Brand Guide_091523.pdf,AHSHAY_Brand Guide_091523.pdf
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-590677444573,,messaging_notes|style_guide,full,en,,data\raw_dedup\AHSHAY - University of WA\Brand Presentations\RALLY_AHSHAY_Branding-R1.pdf,RALLY_AHSHAY_Branding-R1.pdf
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-8bf0b1619e11,,messaging_one_pager,full,en,,data\raw_dedup\AHSHAY - University of WA\Brand Presentations\RALLY_AHSHAY_Branding-R2.pdf,RALLY_AHSHAY_Branding-R2.pdf
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-19d44cc14c6d,,messaging_notes|style_guide,full,en,,data\raw_dedup\AHSHAY - University of WA\Brand Presentations\RALLY_AHSHAY_Branding-R3.pdf,RALLY_AHSHAY_Branding-R3.pdf
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-f2ba5d95eca7,,messaging_notes|style_guide,full,en,,data\raw_dedup\AHSHAY - University of WA\Brand Presentations\RALLY_AHSHAY_Branding_Symbols-Workshop.pdf,RALLY_AHSHAY_Branding_Symbols-Workshop.pdf
AHSHAY_-_University_of_WA,true,0.6,,AHSHAY_-_University_of_WA-be8449612afc,,conference_proposal,full,en,,data\raw_dedup\AHSHAY - University of WA\Client Questionnaire\AHSHAY_Creative Brief.docx,AHSHAY_Creative Brief.docx
AHSHAY_-_University_of_WA,true,0.6,,AHSHAY_-_University_of_WA-a5813c728110,,conference_proposal,full,en,,data\raw_dedup\AHSHAY - University of WA\Client Questionnaire\AHSHAY_Discovery Kickoff Questions_Brenda Majercin.pdf,AHSHAY_Discovery Kickoff Questions_Brenda Majercin.pdf
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-137b4a2a2a13,,messaging_notes|style_guide,full,en,,data\raw_dedup\AHSHAY - University of WA\Symbol Workshop\AHSHAY_RALLY_Symbol-Workshop.pdf,AHSHAY_RALLY_Symbol-Workshop.pdf
AHSHAY_-_University_of_WA,true,0.3,,AHSHAY_-_University_of_WA-1cc4766adf5a,,messaging_notes|style_guide,full,en,,data\raw_dedup\AHSHAY - University of WA\Symbol Workshop\AHSHAY_RALLY_Symbol-Workshop_Speaker-Notes.docx,AHSHAY_RALLY_Symbol-Workshop_Speaker-Notes.docx
AHSHAY_-_University_of_WA,true,0.15,,AHSHAY_-_University_of_WA-81ce87bf1beb,,messaging_notes|style_guide,full,en,,data\raw_dedup\AHSHAY - University of WA\Brand Guide\Archive\AHSHAY_Brand Guide.pdf,AHSHAY_Brand Guide.pdf
Alliance_for_Tribal_Clean_Energy,true,0.9,,Alliance_for_Tribal_Clean_Energy-b64d84be5ce5,,pitch_email,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\Alliance_Agendas + Notes.docx,Alliance_Agendas + Notes.docx
Alliance_for_Tribal_Clean_Energy,true,0.9,,Alliance_for_Tribal_Clean_Energy-1c754d46ed57,,press_release,redacted,en,MediaContacts,data\raw_dedup\Alliance for Tribal Clean Energy\Alliance_FundLaunch_Release (9_16).docx,Alliance_FundLaunch_Release (9_16).docx
Alliance_for_Tribal_Clean_Energy,true,0.3,,Alliance_for_Tribal_Clean_Energy-c48864121d4a,,media_list,summary_only,en,Contacts,data\raw_dedup\Alliance for Tribal Clean Energy\RE+external media list_8_19.xlsx,RE+external media list_8_19.xlsx
Alliance_for_Tribal_Clean_Energy,true,0.75,,Alliance_for_Tribal_Clean_Energy-1c9250def97d,,pitch_email,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\The Alliance_Media Plan_9.13.24.docx,The Alliance_Media Plan_9.13.24.docx
Alliance_for_Tribal_Clean_Energy,true,0.75,,Alliance_for_Tribal_Clean_Energy-76c136ea98b6,,pitch_email,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\ADMIN\ACTE_NB_Onboarding Call Notes_7.25.24.docx,ACTE_NB_Onboarding Call Notes_7.25.24.docx
Alliance_for_Tribal_Clean_Energy,true,0.3,,Alliance_for_Tribal_Clean_Energy-afbbab9a59cc,,messaging_one_pager,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\ADMIN\ATCE_RALLY Report_12.12.24.pptx,ATCE_RALLY Report_12.12.24.pptx
Alliance_for_Tribal_Clean_Energy,true,0.9,,Alliance_for_Tribal_Clean_Energy-f07d2376cb55,,pitch_email,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\CGI Launch\Alliance_CGI Launch Pitch.docx,Alliance_CGI Launch Pitch.docx
Alliance_for_Tribal_Clean_Energy,true,0.3,,Alliance_for_Tribal_Clean_Energy-db3bcf91c701,,messaging_one_pager,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\CGI Launch\Alliance_FundLaunch_Roundup.docx,Alliance_FundLaunch_Roundup.docx
Alliance_for_Tribal_Clean_Energy,true,0.75,,Alliance_for_Tribal_Clean_Energy-3f578dbf485e,,coverage_tracker,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\CGI Launch\TakeSpaceToPause_CoverageRoundup.docx,TakeSpaceToPause_CoverageRoundup.docx
Alliance_for_Tribal_Clean_Energy,true,0.3,,Alliance_for_Tribal_Clean_Energy-4d3334a14eda,,messaging_one_pager,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\CONTRIBUTED ARTICLE\The Alliance_Contributed Article Outline_10.1.24.docx,The Alliance_Contributed Article Outline_10.1.24.docx
Alliance_for_Tribal_Clean_Energy,true,0.3,,Alliance_for_Tribal_Clean_Energy-35460b9482b8,,messaging_one_pager,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\CONTRIBUTED ARTICLE\The Alliance_Contributed Article_10.23.24_DRAFT.docx,The Alliance_Contributed Article_10.23.24_DRAFT.docx
Alliance_for_Tribal_Clean_Energy,true,0.6,,Alliance_for_Tribal_Clean_Energy-9d12d99c2ea6,,interview_question_bank,redacted,en,Contacts,data\raw_dedup\Alliance for Tribal Clean Energy\SOURCE MATERIALS + BACKGROUND\ALLIANCE-ONEPAGER-2024.pdf,ALLIANCE-ONEPAGER-2024.pdf
Alliance_for_Tribal_Clean_Energy,true,0.75,,Alliance_for_Tribal_Clean_Energy-855e03ec9b2d,,pitch_email,redacted,en,Contacts,data\raw_dedup\Alliance for Tribal Clean Energy\SOURCE MATERIALS + BACKGROUND\ATCE_CGI NOTES_9.11.24.docx,ATCE_CGI NOTES_9.11.24.docx
Alliance_for_Tribal_Clean_Energy,true,0.3,,Alliance_for_Tribal_Clean_Energy-47e5775b37da,,report_results,full,en,,"data\raw_dedup\Alliance for Tribal Clean Energy\SOURCE MATERIALS + BACKGROUND\ORGANIZATIONAL BRIEFING DOCUMENT_ABOUT ATCE_REV_June 12, 2024_CONFIDENTIAL.pdf","ORGANIZATIONAL BRIEFING DOCUMENT_ABOUT ATCE_REV_June 12, 2024_CONFIDENTIAL.pdf"
Alliance_for_Tribal_Clean_Energy,true,0.9,,Alliance_for_Tribal_Clean_Energy-e8760000a26b,,deck|analysis_report,redacted,en,Contacts,data\raw_dedup\Alliance for Tribal Clean Energy\SOURCE MATERIALS + BACKGROUND\Slide_Deck_ABOUT_ATCE- TEMPLATE.pdf,Slide_Deck_ABOUT_ATCE- TEMPLATE.pdf
Alliance_for_Tribal_Clean_Energy,true,0.15,,Alliance_for_Tribal_Clean_Energy-7affba69b6e6,,talking_points,full,en,,data\raw_dedup\Alliance for Tribal Clean Energy\SOURCE MATERIALS + BACKGROUND\Why Native American tribes struggle to ...s in clean energy incentives _ Reuters.pdf,Why Native American tribes struggle to ...s in clean energy incentives _ Reuters.pdf
